name,team,cmppct,tdpct,intpct,skpct,pacr,adjepacpoe,epaatt,anyatt,passrtg,year,mvp
Mike Vick,PHI,58.11965812,3.418803419,2.849002849,7.387862797,0.759241401,0.059354009,-0.006412,5.274406332,78.08048433,2012,0
Drew Brees,NO,62.98507463,6.417910448,2.835820896,3.735632184,0.946781273,0.126467482,0.171171787,7.172413793,96.34328358,2012,0
Carson Palmer,LV,61.0619469,3.89380531,2.477876106,4.399323181,0.852716469,0.075654132,0.029931286,6.140439932,85.25442478,2012,0
Tony Romo,DAL,65.58641975,4.320987654,2.932098765,5.263157895,0.85791776,0.11705071,0.129184843,6.352339181,90.45138889,2012,0
Matt Schaub,HOU,65.24486572,3.791469194,2.211690363,4.236006051,0.945674457,0.10691031,0.133477746,6.411497731,90.24157451,2012,0
Eli Manning,NYG,59.8880597,4.850746269,2.798507463,3.423423423,0.770792659,0.110015546,0.107240993,6.589189189,87.18905473,2012,0
Ben Roethlisberger,PIT,63.25167038,5.79064588,1.781737194,6.263048017,0.881479482,0.123462039,0.151344849,6.770354906,96.97011878,2012,0
Philip Rivers,LAC,64.13662239,4.933586338,2.84629981,8.506944444,0.910606061,0.076620662,-0.004091684,5.451388889,88.62666034,2012,0
Alex Smith,SF,70.18348624,5.963302752,2.293577982,9.917355372,1.037634409,0.130731865,0.153952592,6.756198347,104.0902141,2012,0
Aaron Rodgers,GB,67.30769231,6.730769231,1.442307692,8.100147275,0.954509494,0.162570701,0.206298035,7.268041237,106.8242521,2012,0
Matt Cassel,KC,58.12274368,2.166064982,4.332129964,6.418918919,0.781549173,0.019467096,-0.140509253,4.307432432,66.70427196,2012,0
Ryan Fitzpatrick,BUF,60.59405941,4.752475248,3.168316832,5.607476636,0.870455709,0.059106665,0.017217689,5.605607477,83.27145215,2012,0
Jay Cutler,CHI,58.75576037,4.377880184,3.225806452,8.050847458,0.68295429,0.056662274,-0.050088389,5.366525424,81.3172043,2012,0
Brady Quinn,KC,56.85279188,1.015228426,4.060913706,9.633027523,0.704320988,0.005268319,-0.388952023,3.201834862,60.0571066,2012,0
Kevin Kolb,ARI,59.56284153,4.371584699,1.639344262,12.85714286,0.808437068,0.002373776,-0.115112475,4.928571429,86.07695811,2012,0
Matt Ryan,ATL,68.78612717,5.49132948,2.456647399,4.022191401,0.905638082,0.170528748,0.239503184,7.142857143,99.7772158,2012,0
Joe Flacco,BAL,59.36073059,5.02283105,1.522070015,5.873925501,0.720284801,0.099496174,0.100106241,7.022922636,93.38850837,2012,0
Chad Henne,JAX,53.8961039,3.571428571,3.571428571,8.333333333,0.743754461,-0.001177004,-0.145846186,4.880952381,72.21320346,2012,0
Matthew Stafford,DET,59.8349381,2.751031637,2.338376891,3.835978836,0.786290961,0.069187671,0.044624103,5.806878307,79.84009629,2012,0
Mark Sanchez,NYJ,54.30463576,2.869757174,3.973509934,6.981519507,0.709225092,-0.00771949,-0.1409896,4.361396304,66.86442237,2012,0
Josh Freeman,TB,54.83870968,4.838709677,3.046594982,4.452054795,0.728625202,0.045903985,0.0456721,6.299657534,81.57108722,2012,0
John Skelton,ARI,54.22885572,0.995024876,4.47761194,6.944444444,0.739386022,-0.024540035,-0.334984139,3.097222222,55.40008292,2012,0
Sam Bradford,LA,59.52813067,3.811252269,2.359346642,5.972696246,0.821388951,0.045294516,5.11E-04,5.638225256,82.55822747,2012,0
Cam Newton,CAR,57.73195876,3.917525773,2.474226804,6.909788868,0.857681224,0.104751045,0.113315578,6.650671785,86.18127148,2012,0
Jake Locker,TEN,56.36942675,3.184713376,3.503184713,7.374631268,0.71791488,0.020124636,-0.076985708,5.103244838,73.95169851,2012,0
Blaine Gabbert,JAX,58.27338129,3.237410072,2.158273381,7.333333333,0.75752051,-0.001407621,-0.137048505,4.713333333,77.35311751,2012,0
Christian Ponder,MIN,62.11180124,3.726708075,2.48447205,6.213592233,0.877691388,0.044656013,-0.018566269,4.99223301,81.23274672,2012,0
Andy Dalton,CIN,61.46953405,4.838709677,3.046594982,7.920792079,0.781391519,0.060192,-0.032019091,5.5,85.08811231,2012,0
Colin Kaepernick,SF,62.08053691,4.697986577,1.677852349,6.5830721,0.838523274,0.166736479,0.254122413,7.909090909,99.00727069,2012,0
Russell Wilson,SEA,63.95604396,6.373626374,2.417582418,8.080808081,0.804272014,0.164337648,0.215831609,7.119191919,100.3434066,2012,0
Ryan Lindley,ARI,52.04678363,0,4.093567251,6.557377049,0.53485064,-0.03285532,-0.514280605,1.890710383,46.72270955,2012,0
Nick Foles,PHI,60.75471698,2.264150943,1.886792453,7.01754386,0.785120148,0.044941093,-0.059706086,5.133333333,79.11163522,2012,0
Robert Griffin,WAS,65.04854369,5.339805825,1.45631068,7.207207207,0.943678161,0.148166537,0.205088045,7.254504505,101.2338188,2012,0
Andrew Luck,IND,53.89133627,3.377386197,2.790014684,6.068965517,0.680186752,0.062415273,0.007998772,5.517241379,75.1499021,2012,0
Brandon Weeden,CLE,57.44680851,2.707930368,3.288201161,5.137614679,0.880364109,0.015783959,-0.058787339,4.979816514,72.56205674,2012,0
Ryan Tannehill,MIA,58.26446281,2.479338843,2.685950413,6.743737958,0.801264899,0.038747017,-0.044888396,5.231213873,76.06749311,2012,0
Matt Hasselbeck,TEN,61.58301158,3.474903475,2.702702703,3.538175047,0.864858319,0.06588192,0.015248996,5.862197393,82.44851995,2011,0
Donovan McNabb,MIN,60.25641026,2.564102564,1.282051282,9.302325581,0.833468725,0.019096798,-0.111892125,5.25,82.90598291,2011,0
Tom Brady,NE,65.92797784,6.509695291,2.216066482,4.623513871,1.012253684,0.189675743,0.329942638,8.117569353,104.7668513,2011,0
Mike Vick,PHI,59.8108747,4.255319149,3.309692671,5.156950673,0.851727695,0.109368306,0.113828626,6.51793722,84.85520095,2011,0
Drew Brees,NO,70.90432503,6.946264744,2.096985583,3.661616162,1.088005437,0.209385267,0.346618063,8.272727273,110.5586501,2011,0
Carson Palmer,LV,60.67073171,3.963414634,4.87804878,4.927536232,0.812334022,0.09309823,0.104768444,6.301449275,80.50050813,2011,0
Tony Romo,DAL,66.2835249,5.938697318,1.915708812,6.451612903,1.04079602,0.140424166,0.179989307,7.396057348,102.5303321,2011,0
Seneca Wallace,CLE,51.40186916,1.869158879,1.869158879,5.309734513,0.688942892,-0.032265423,-0.192277632,4.309734513,65.44003115,2011,0
Rex Grossman,WAS,57.86026201,3.493449782,4.366812227,5.175983437,0.761294999,0.04167319,-0.033184188,4.906832298,72.41630277,2011,0
Matt Schaub,HOU,60.95890411,5.136986301,2.054794521,5.194805195,1.006496143,0.126684975,0.217043673,7.827922078,96.81792237,2011,0
Eli Manning,NYG,61.83510638,5.053191489,2.260638298,4.930467762,0.863196296,0.135570042,0.180678607,7.424778761,95.12411348,2011,0
Ben Roethlisberger,PIT,62.56781193,3.978300181,2.712477396,7.525083612,0.833842628,0.115966273,0.147983836,6.382943144,89.07851115,2011,0
Philip Rivers,LAC,62.88659794,4.639175258,3.436426117,4.901960784,0.885484489,0.139005408,0.174723734,6.64379085,88.73854525,2011,0
Alex Smith,SF,60.23391813,4.288499025,0.974658869,9.042553191,0.923838538,0.055973212,0.034756956,6.273049645,92.06871345,2011,0
Aaron Rodgers,GB,67.33576642,8.576642336,1.277372263,6.802721088,0.991713824,0.225318634,0.406762043,8.996598639,118.7728102,2011,1
Jason Campbell,LV,60.60606061,3.636363636,2.424242424,2.941176471,0.703125,0.116666312,0.123131854,6.417647059,84.1540404,2011,0
Kyle Orton,KC,59.52380952,3.571428571,3.571428571,3.816793893,0.887430591,0.070072578,0.069344782,5.645038168,77.77777778,2011,0
Dan Orlovsky,IND,63.21243523,3.10880829,2.07253886,6.763285024,0.814237288,0.0832511,0.025349558,5.106280193,82.41580311,2011,0
Matt Cassel,KC,59.4795539,3.717472119,3.345724907,7.560137457,0.700900164,0.027470793,-0.077416389,4.76975945,76.63413879,2011,0
Ryan Fitzpatrick,BUF,62.03866432,4.217926186,4.042179262,3.72250423,0.88806489,0.071290802,-0.010869676,5.294416244,79.06048623,2011,0
Vince Young,PHI,57.89473684,3.50877193,7.894736842,6.557377049,0.669760247,0.039127881,-0.050444041,4.155737705,60.78216374,2011,0
Jay Cutler,CHI,57.96178344,4.140127389,2.229299363,6.824925816,0.842353796,0.057022798,0.01447096,6.246290801,85.66878981,2011,0
Tarvaris Jackson,SEA,60.22222222,3.111111111,2.888888889,8.536585366,0.778785588,0.053197674,-0.028864475,5.067073171,79.22222222,2011,0
Tyler Palko,KC,59.70149254,1.492537313,5.223880597,7.586206897,0.824870466,0.011093056,-0.197079506,3.020689655,59.79477612,2011,0
Kevin Kolb,ARI,57.70750988,3.557312253,3.162055336,10.60070671,0.957394711,0.022963184,-0.031736056,5.498233216,81.05237154,2011,0
John Beck,WAS,60.60606061,1.515151515,3.03030303,10.81081081,0.78213309,0.013224054,-0.171271765,4.283783784,72.0959596,2011,0
Matt Moore,MIA,60.51873199,4.610951009,2.593659942,9.399477807,0.719389225,0.078421708,0.010810456,5.699738903,87.0617195,2011,0
Caleb Hanie,CHI,50,2.941176471,8.823529412,15.70247934,0.662702703,-0.007766515,-0.600622442,1.115702479,41.83006536,2011,0
Matt Ryan,ATL,61.12026359,4.777594728,1.97693575,4.409448819,0.806041628,0.110590298,0.138448122,6.656692913,90.74341021,2011,0
Joe Flacco,BAL,57.52066116,3.966942149,2.148760331,6.055900621,0.714759825,0.077583715,0.053485679,5.782608696,82.46900826,2011,0
Chad Henne,MIA,57.14285714,3.571428571,3.571428571,8.943089431,0.844357977,0.104636415,0.05056129,5.699186992,79.01785714,2011,0
Matthew Stafford,DET,63.59773371,6.232294618,2.549575071,4.851752022,0.919395893,0.11119786,0.164348009,7.049865229,97.20845137,2011,0
Mark Sanchez,NYJ,56.72191529,4.788213628,3.314917127,6.701030928,0.792427007,0.020374641,-0.106786627,5.053264605,78.15761203,2011,0
Josh Freeman,TB,62.79491833,2.903811252,3.992740472,5,0.897102897,0.032460248,-0.068630379,4.755172414,74.61811857,2011,0
Curtis Painter,IND,54.32098765,2.469135802,3.703703704,6.177606178,0.757620452,-0.018956665,-0.186569426,4.447876448,66.5723594,2011,0
Colt McCoy,CLE,57.23542117,3.023758099,2.375809935,6.464646465,0.807862844,0.018947042,-0.075267721,4.737373737,74.55453564,2011,0
John Skelton,ARI,54.90909091,4,5.090909091,7.718120805,0.726823708,-0.007408799,-0.180745294,4.5,68.9469697,2011,0
Sam Bradford,LA,53.50140056,1.680672269,1.680672269,9.160305344,0.661976139,-0.018710538,-0.222838687,4.493638677,70.52404295,2011,0
Cam Newton,CAR,59.96131528,4.061895551,3.288201161,6.34057971,0.825555329,0.101004209,0.093416281,6.242753623,84.53820116,2011,0
Blaine Gabbert,JAX,50.84745763,2.905569007,2.663438257,8.830022075,0.688432836,-0.03533648,-0.246872691,3.677704194,65.38034705,2011,0
Christian Ponder,MIN,54.29553265,4.467353952,4.467353952,9.345794393,0.694788151,-0.008932309,-0.19397569,4.249221184,70.13888889,2011,0
Andy Dalton,CIN,58.60215054,3.584229391,2.867383513,4.778156997,0.796817092,0.04742955,-0.015542147,5.361774744,78.21087216,2011,0
T.J. Yates,HOU,58.2010582,2.116402116,3.174603175,8.252427184,0.731182796,0.028322128,-0.031519265,4.95631068,72.89462081,2011,0
Kerry Collins,TEN,57.55395683,5.035971223,2.877697842,4.467353952,0.669482189,0.084710381,0.08820206,5.676975945,82.16426859,2010,0
Jake Delhomme,CLE,62.41610738,1.342281879,4.697986577,3.870967742,0.779267203,0.036124158,-0.297991603,3.535483871,63.38087248,2010,0
Brett Favre,MIN,60.61452514,3.072625698,5.30726257,5.789473684,0.818597064,0.018325008,-0.123920904,4.565789474,69.9255121,2010,0
Matt Hasselbeck,SEA,59.80952381,3.619047619,3.428571429,5.745062837,0.784841076,0.04959477,-0.013126367,5.213644524,77.72619048,2010,0
Jon Kitna,DAL,65.72327044,5.031446541,3.773584906,6.194690265,1.105140187,0.107088609,0.075559212,6.032448378,88.88888889,2010,0
Peyton Manning,IND,66.38297872,4.822695035,2.411347518,2.354570637,0.804081633,0.153503022,0.197391632,6.569252078,92.53841608,2010,0
Donovan McNabb,WAS,58.26271186,2.966101695,3.177966102,7.269155206,0.827290544,0.032878724,-0.015839066,5.326129666,77.09216102,2010,0
Tom Brady,NE,65.73556797,7.076350093,0.931098696,5.291005291,1.005026328,0.155684988,0.267464295,7.970017637,109.1519243,2010,1
Mike Vick,PHI,62.00980392,5.392156863,1.715686275,8.314606742,0.861306271,0.154763468,0.1723305,7.2,98.38643791,2010,0
Drew Brees,NO,67.82729805,4.874651811,3.064066852,3.494623656,0.925400626,0.141889577,0.140634296,6.10483871,91.24303621,2010,0
Shaun Hill,DET,61.77884615,3.846153846,2.884615385,3.926096998,0.897727273,0.064847547,0.043367769,5.434180139,81.27003205,2010,0
David Garrard,JAX,64.48087432,6.284153005,4.098360656,8.270676692,0.868212131,0.100678461,0.057746777,5.679197995,90.81284153,2010,0
Carson Palmer,CIN,61.77474403,4.436860068,3.412969283,4.248366013,0.80056463,0.084243504,0.061437045,5.537581699,82.35921502,2010,0
Tony Romo,DAL,69.48356808,5.164319249,3.286384977,3.181818182,1.036821705,0.11808942,0.119430611,6.677272727,94.9041471,2010,0
Seneca Wallace,CLE,63.36633663,3.96039604,1.98019802,5.607476636,0.828162291,0.084039904,0.05123997,6.08411215,88.46947195,2010,0
Rex Grossman,WAS,55.63909774,5.263157895,3.007518797,6.338028169,0.942430704,-0.003808964,-0.116564213,5.401408451,81.15601504,2010,0
Matt Schaub,HOU,63.58885017,4.181184669,2.090592334,5.280528053,0.989583333,0.104504728,0.134000045,6.739273927,92.02235772,2010,0
Eli Manning,NYG,62.89424861,5.751391466,4.638218924,2.882882883,0.803130644,0.10114397,0.080180896,6.09009009,85.2775201,2010,0
Ben Roethlisberger,PIT,61.25,4.375,1.875,7.869481766,0.827093703,0.135307364,0.155976434,6.850287908,93.07291667,2010,0
Philip Rivers,LAC,65.98890943,5.545286506,2.402957486,6.563039724,1.021248916,0.178015986,0.304429629,7.768566494,101.8214726,2010,0
Alex Smith,SF,59.64912281,4.093567251,2.923976608,6.811989101,0.932336743,0.037497414,-0.044401967,5.613079019,82.12719298,2010,0
Aaron Rodgers,GB,66.22734761,6.095551895,2.141680395,6.037151703,0.894117647,0.181576535,0.26893311,7.623839009,103.0992586,2010,0
Jason Campbell,LV,58.96656535,3.951367781,2.431610942,9.116022099,0.854942693,0.070982637,0.043017238,5.743093923,84.49214792,2010,0
Kyle Orton,DEN,58.83534137,4.016064257,1.807228916,6.390977444,0.797772439,0.066501864,0.064156336,6.40037594,87.5334672,2010,0
Derek Anderson,ARI,51.68195719,2.140672783,3.058103976,7.102272727,0.633435583,-0.020536523,-0.176358998,4.485795455,65.85754332,2010,0
Matt Cassel,KC,57.90598291,5.769230769,2.136752137,5.83501006,0.828608583,0.089453988,0.119111058,6.191146881,89.03133903,2010,0
Ryan Fitzpatrick,BUF,57.82312925,5.215419501,3.401360544,5.161290323,0.754716981,0.055948142,0.025209139,5.677419355,81.82634165,2010,0
Vince Young,TEN,59.61538462,6.41025641,1.923076923,7.692307692,0.685417804,0.121525506,0.146861303,7.337278107,98.63782051,2010,0
Jay Cutler,CHI,59.49367089,5.274261603,3.58649789,10.73446328,0.841568082,0.072978263,-0.027163032,5.617702448,86.19022504,2010,0
Bruce Gradkowski,LV,52.86624204,3.184713376,4.458598726,5.988023952,0.7629683,-0.012499975,-0.138162982,4.592814371,66.28184713,2010,0
Kevin Kolb,PHI,60.84656085,3.703703704,3.703703704,7.352941176,0.761450382,0.035095587,-0.075570137,4.524509804,76.09126984,2010,0
Drew Stanton,DET,57.98319328,3.361344538,2.521008403,4.8,0.924170616,0.031749516,0.014623633,5.464,78.41386555,2010,0
Trent Edwards,JAX,54.45544554,1.98019802,4.95049505,9.821428571,0.884550085,-0.00526388,-0.394269485,2.151785714,54.92986799,2010,0
Troy Smith,SF,50.34482759,3.448275862,2.75862069,11.04294479,0.805479452,0.01196542,-0.042404776,6.036809816,77.83045977,2010,0
Matt Moore,CAR,55.24475524,3.496503497,6.993006993,8.333333333,0.687249399,0.005439468,-0.259088854,2.673076923,55.60897436,2010,0
Matt Ryan,ATL,62.83333333,4.833333333,1.833333333,4.458598726,0.767910006,0.109367085,0.152771297,6.020700637,89.9375,2010,0
Joe Flacco,BAL,62.74864376,5.063291139,1.98915009,8.139534884,0.829096921,0.102089463,0.085376402,6.199335548,93.1924352,2010,0
Chad Henne,MIA,61.50712831,3.054989817,3.869653768,5.75815739,0.832407875,0.049120321,-0.006324972,4.923224568,75.38611677,2010,0
Mark Sanchez,NYJ,55.70469799,3.691275168,2.348993289,4.792332268,0.715043924,0.034165021,0.009667696,5.634185304,78.33473154,2010,0
Josh Freeman,TB,61.39240506,5.274261603,1.265822785,5.577689243,0.793333333,0.129410996,0.158827231,6.944223108,95.88607595,2010,0
Jimmy Clausen,CAR,52.5083612,1.003344482,3.010033445,9.939759036,0.789260385,-0.018493909,-0.311012571,2.981927711,58.35423634,2010,0
Colt McCoy,CLE,60.81081081,2.702702703,4.054054054,9.387755102,0.810282776,0.073423035,0.001585337,4.730612245,74.45570571,2010,0
John Skelton,ARI,47.61904762,2.380952381,1.587301587,6.666666667,0.586879433,-0.041940854,-0.318239739,4.2,64.98015873,2010,0
Sam Bradford,LA,60,3.050847458,2.542372881,5.448717949,0.895689875,0.013170727,-0.075295051,4.732371795,76.46186441,2010,0
Kerry Collins,TEN,55.09259259,2.777777778,3.703703704,2.262443439,0.703214696,4.31E-04,-0.078312777,4.28959276,65.45138889,2009,0
Daunte Culpepper,DET,56.68789809,1.910828025,3.821656051,8.187134503,0.723029839,0.001180799,-0.148871616,3.67251462,64.84872611,2009,0
Jake Delhomme,CAR,55.4517134,2.492211838,5.607476636,6.686046512,0.688888889,-0.001414101,-0.181460143,3.424418605,59.39122534,2009,0
Brett Favre,MIN,67.60797342,6.312292359,1.495016611,5.79029734,0.979768786,0.172589622,0.260527143,7.564945227,106.083887,2009,0
Matt Hasselbeck,SEA,60.04098361,3.483606557,3.483606557,6.153846154,0.903909281,0.017039246,-0.111063178,4.605769231,75.07684426,2009,0
Peyton Manning,IND,68.6695279,5.579399142,2.575107296,1.963534362,0.899143045,0.196407739,0.29659006,7.464235624,99.69897473,2009,1
Donovan McNabb,PHI,59.58333333,4.791666667,2.291666667,7.692307692,0.898574822,0.076153534,0.064736195,6.655769231,90.99826389,2009,0
Kurt Warner,ARI,67.36474695,5.584642234,2.617801047,4.340567613,0.997702206,0.128376092,0.134214217,6.883138564,97.5021815,2009,0
Tom Brady,NE,64.90939044,4.942339374,2.635914333,3.03514377,0.911676347,0.138390738,0.178219044,6.907348243,92.91254805,2009,0
Marc Bulger,LA,56.68016194,2.024291498,2.429149798,5.363984674,0.776837652,-0.005046303,-0.155858511,4.651340996,70.72368421,2009,0
Chris Redman,ATL,57.98319328,3.361344538,2.521008403,6.299212598,0.792089249,0.054850659,0.006021095,5.448818898,78.44887955,2009,0
Drew Brees,NO,70.61688312,6.818181818,1.785714286,3.448275862,1.031426269,0.205163647,0.31511013,8.330721003,110.8495671,2009,0
Shaun Hill,SF,56.12903226,3.225806452,1.290322581,10.40462428,0.870729455,0.0049707,-0.120203881,4.89017341,79.58333333,2009,0
David Garrard,JAX,60.85271318,2.906976744,1.937984496,7.52688172,0.8515625,0.07241933,-0.017293306,5.76344086,83.45445736,2009,0
Carson Palmer,CIN,59.76095618,4.38247012,2.788844622,5.461393597,0.786407767,0.084390571,0.08242379,5.274952919,81.76460823,2009,0
Tony Romo,DAL,63.22580645,4.516129032,1.612903226,6.344410876,1.084562872,0.110014042,0.175759693,7.222054381,96.20295699,2009,0
Seneca Wallace,SEA,65,2.5,1.666666667,6.976744186,0.785634119,0.042279933,0.001252053,4.736434109,81.94444444,2009,0
Kyle Boller,LA,55.68181818,1.704545455,3.409090909,8.808290155,0.821004566,-0.01839167,-0.389673464,2.96373057,61.24526515,2009,0
Byron Leftwich,TB,54.20560748,3.738317757,2.803738318,1.834862385,0.596984925,0.02202915,-0.10439461,4.944954128,71.16433022,2009,0
Matt Schaub,HOU,67.9245283,4.974271012,2.572898799,4.269293924,1.073357336,0.157716468,0.232653623,7.425287356,98.63850772,2009,0
Eli Manning,NYG,62.27897839,5.304518664,2.750491159,5.565862709,0.890586932,0.127947499,0.17333471,6.892393321,93.11967911,2009,0
Ben Roethlisberger,PIT,66.60079051,5.138339921,2.371541502,8.992805755,0.951627089,0.145070764,0.173494878,7.122302158,100.4693676,2009,0
Philip Rivers,LAC,65.39923954,5.513307985,2.091254753,4.882459313,0.898539281,0.201856258,0.323101751,8.056057866,102.3051331,2009,0
Alex Smith,SF,60.48387097,4.838709677,3.225806452,5.583756345,0.924105387,0.030233233,-0.045753615,5.16751269,81.49641577,2009,0
Aaron Rodgers,GB,64.83704974,5.831903945,1.372212693,8.477237049,0.898427382,0.163791967,0.231011112,7.63422292,104.5418811,2009,0
Jason Campbell,WAS,64.49704142,3.944773176,2.958579882,7.650273224,1.084207372,0.074192217,0.002482814,5.588342441,86.38642341,2009,0
Kyle Orton,DEN,62.10720887,3.881700555,2.218114603,5.087719298,0.998949028,0.075837127,0.055932292,6.180701754,86.81839187,2009,0
Derek Anderson,CLE,44.50549451,1.648351648,5.494505495,5.699481865,0.583442838,-0.047652138,-0.393801823,2.191709845,42.10164835,2009,0
Matt Cassel,KC,55.06072874,3.238866397,3.238866397,7.835820896,0.736153072,-0.003757204,-0.167119996,4.242537313,69.93083671,2009,0
Ryan Fitzpatrick,BUF,55.94713656,3.964757709,4.405286344,8.835341365,0.695354523,0.008105143,-0.196282692,4.076305221,69.66776799,2009,0
Vince Young,TEN,58.68725869,3.861003861,2.702702703,3.358208955,0.757355905,0.093376729,0.126794941,6.447761194,82.82657658,2009,0
Jay Cutler,CHI,60.54054054,4.864864865,4.684684685,5.772495756,0.803594915,0.040533496,-0.08794603,4.809847199,76.753003,2009,0
Bruce Gradkowski,LV,54.66666667,4,2,6.832298137,0.650937298,0.034035912,-0.029602015,5.720496894,80.61111111,2009,0
JaMarcus Russell,LV,48.7804878,1.219512195,4.471544715,11.51079137,0.539170507,-0.034424605,-0.490695974,2.320143885,49.96612466,2009,0
Brady Quinn,CLE,53.125,3.125,2.734375,6.909090909,0.624533582,-0.015352359,-0.19857383,3.927272727,67.17122396,2009,0
Trent Edwards,BUF,60.10928962,3.278688525,3.825136612,10.73170732,0.909020218,0.0306479,-0.173038067,4.12195122,73.78187614,2009,0
Matt Moore,CAR,61.5942029,5.797101449,1.449275362,6.12244898,0.874584718,0.090838008,0.132220215,7.108843537,98.49033816,2009,0
Matt Ryan,ATL,58.31485588,4.87804878,3.10421286,4.042553191,0.778430326,0.087717489,0.105787373,5.604255319,80.94512195,2009,0
Joe Flacco,BAL,62.31617647,3.860294118,2.757352941,6.529209622,0.828509719,0.089470352,0.070242336,5.757731959,84.77328431,2009,0
Chad Henne,MIA,60.75388027,2.66075388,3.10421286,5.450733753,0.761778719,0.062068455,0.03024851,4.846960168,75.23558758,2009,0
Josh Johnson,TB,50.4,3.2,6.4,8.088235294,0.679563492,-0.025994687,-0.24153144,2.544117647,50.91666667,2009,0
Matthew Stafford,DET,53.31564987,3.448275862,5.305039788,5.75,0.744499179,-0.017351414,-0.194742426,3.645,60.95822281,2009,0
Mark Sanchez,NYJ,54.98839907,3.712296984,5.104408353,5.895196507,0.734367307,0.017795863,-0.129669522,4.609170306,67.85092807,2009,0
Josh Freeman,TB,54.63917526,3.436426117,6.18556701,6.129032258,0.701019253,0.001021311,-0.200551667,3.693548387,59.88688431,2009,0
Keith Null,LA,61.01694915,2.542372881,7.627118644,9.923664122,0.694029851,0.012564183,-0.422037952,1,49.32909605,2009,0
Kerry Collins,TEN,58.73362445,2.620087336,1.746724891,1.927194861,0.73976024,0.068495552,0.065600459,5.944325482,79.43049491,2008,0
Daunte Culpepper,DET,52.17391304,3.47826087,5.217391304,10.85271318,0.798780488,0.006187531,-0.371287034,3.88372093,63.89492754,2008,0
Jake Delhomme,CAR,58.70535714,3.571428571,3.794642857,4.680851064,0.818629751,0.057157536,0.030734739,6.176595745,79.54799107,2008,0
Brett Favre,NYJ,65.70881226,4.214559387,4.214559387,5.434782609,0.855804782,0.096934065,0.039353375,4.907608696,81.04246488,2008,0
Gus Frerotte,MIN,59.13621262,3.986710963,4.983388704,8.787878788,0.875761267,0.020302629,-0.105587431,4.721212121,73.74723145,2008,0
Jeff Garcia,TB,64.72148541,3.183023873,1.591511936,5.985037406,0.961020553,0.116517712,0.109560941,6.431421446,89.97015915,2008,0
Brian Griese,TB,59.7826087,2.717391304,3.804347826,4.663212435,0.829853055,0.024331388,-0.125466778,4.088082902,69.4067029,2008,0
Matt Hasselbeck,SEA,52.15311005,2.392344498,4.784688995,8.333333333,0.628423773,-0.007333639,-0.171732477,3.276315789,57.82496013,2008,0
Jon Kitna,DET,56.66666667,4.166666667,4.166666667,11.11111111,0.693504117,-0.018936026,-0.357775891,4.02962963,72.15277778,2008,0
Peyton Manning,IND,66.33165829,4.690117253,2.010050251,2.450980392,0.825737265,0.169701184,0.254562807,6.924836601,94.71314908,2008,1
Donovan McNabb,PHI,60.40462428,4.046242775,2.167630058,4.022191401,0.819638595,0.088339408,0.110548205,6.248266297,85.8261079,2008,0
Kurt Warner,ARI,67.30245232,5.585831063,2.316076294,4.052287582,1.137157602,0.15061669,0.203500541,7.296732026,99.65940054,2008,0
Chad Pennington,MIA,67.3151751,3.891050584,2.140077821,4.814814815,0.940510597,0.13065777,0.151481322,6.787037037,93.88780804,2008,0
Marc Bulger,LA,57.14285714,2.494331066,2.947845805,7.933194154,0.718198578,-0.007180089,-0.181699384,4.382045929,71.49943311,2008,0
Sage Rosenfels,HOU,66.66666667,3.448275862,5.747126437,4.918032787,1.112752722,0.079357712,0.03619334,5.699453552,79.45402299,2008,0
Drew Brees,NO,65.03937008,5.354330709,2.677165354,2.00617284,1.012787213,0.153633938,0.256787918,7.549382716,96.23687664,2008,0
Shaun Hill,SF,62.84722222,4.861111111,2.777777778,7.395498392,0.894230769,0.114505143,0.093761041,5.845659164,88.68634259,2008,0
David Garrard,JAX,62.61682243,2.803738318,2.429906542,7.279029463,0.80337328,0.091014119,0.027404683,5.280762565,81.67834891,2008,0
J.T. O'Sullivan,SF,58.18181818,3.636363636,5,12.6984127,0.894933333,0.017514639,-0.252463991,4.547619048,73.63636364,2008,0
Carson Palmer,CIN,58.46153846,2.307692308,3.076923077,7.80141844,0.825112108,0.011558576,-0.131435879,3.893617021,69.26282051,2008,0
Tony Romo,DAL,61.19733925,5.764966741,3.10421286,4.246284501,0.840360712,0.101877129,0.10688047,6.825902335,91.21858832,2008,0
Seneca Wallace,SEA,58.26446281,4.545454545,1.239669421,5.46875,0.808016878,0.055117272,0.064469664,6.01953125,87.00068871,2008,0
Matt Schaub,HOU,66.05263158,3.947368421,2.631578947,5.70719603,1.052576963,0.129872009,0.093040888,6.808933002,92.68640351,2008,0
Eli Manning,NYG,59.84251969,4.133858268,2.362204724,5.046728972,0.745514223,0.082388486,0.068144387,5.818691589,83.83366142,2008,0
J.P. Losman,BUF,60.57692308,1.923076923,4.807692308,12.60504202,0.757457847,0.016607868,-0.393268507,2.352941176,62.33974359,2008,0
Ben Roethlisberger,PIT,60.10733453,3.577817531,2.862254025,8.8091354,0.813070834,0.060058324,0.018331753,5.443719413,82.03264758,2008,0
Philip Rivers,LAC,64.29872495,6.739526412,2.367941712,5.670103093,0.94472257,0.170590303,0.257721882,7.68556701,102.637371,2008,0
Aaron Rodgers,GB,63.61940299,5.223880597,2.425373134,5.964912281,0.833608588,0.127235603,0.145400484,6.635087719,93.79664179,2008,0
