name,team,cmppct,tdpct,intpct,skpct,pacr,adjepacpoe,epaatt,anyatt,passrtg,year,mvp
Case Keenum,MIN,66.43233743,4.217926186,1.757469244,4.208754209,0.972947542,0.1178781,0.08922076,6.754208754,94.46763327,2017,0
Russell Wilson,SEA,61.30198915,6.148282098,1.98915009,7.214765101,0.737456027,0.105868956,0.050345611,6.453020134,95.3850211,2017,0
Nick Foles,PHI,64.73429952,5.314009662,1.449275362,3.271028037,0.873696408,0.138418652,0.18105152,7.172897196,98.05756844,2017,0
Kirk Cousins,WAS,64.25925926,5,2.407407407,7.056798623,0.985552613,0.078943156,0.030461666,6.378657487,93.85030864,2017,0
Brock Osweiler,DEN,55.81395349,2.906976744,2.906976744,5.494505495,0.820512821,0.002073698,-0.131679907,4.93956044,72.52906977,2017,0
Mike Glennon,CHI,66.42857143,2.857142857,3.571428571,5.405405405,0.968604651,0.033996153,-0.188912562,4.121621622,76.875,2017,0
Tom Savage,HOU,56.05381166,2.242152466,2.69058296,8.606557377,0.718209563,0.003534592,-0.216928827,4.43852459,71.44058296,2017,0
Derek Carr,LV,62.7184466,4.27184466,2.524271845,3.738317757,0.823751178,0.065235493,0.04107893,6.074766355,86.35517799,2017,0
Jimmy Garoppolo,SF,67.41573034,3.93258427,2.808988764,4.301075269,0.992366412,0.204324764,0.323802966,7.623655914,96.18445693,2017,0
Blake Bortles,JAX,59.86842105,3.947368421,2.138157895,4.552590267,0.912793177,0.076086978,0.064690661,6.312401884,85.56058114,2017,0
Jameis Winston,TB,63.80090498,4.298642534,2.488687783,6.947368421,0.746643938,0.119961781,0.11234751,6.698947368,92.24170437,2017,0
Bryce Petty,NYJ,49.10714286,0.892857143,2.678571429,6.666666667,0.605116796,-0.054468938,-0.311532333,3.116666667,55.05952381,2017,0
Brett Hundley,GB,60.75949367,2.848101266,3.797468354,8.405797101,0.767237777,0.007842315,-0.241387187,3.707246377,70.59599156,2017,0
Trevor Siemian,DEN,59.02578797,3.438395415,4.011461318,8.638743455,0.75065703,0.027964413,-0.136905705,4.384816754,73.2987106,2017,0
Marcus Mariota,TEN,61.80422265,3.262955854,3.071017274,6.630824373,0.774119128,0.084602749,-0.008528052,5.512544803,81.18602047,2017,0
Carson Wentz,PHI,60.22727273,7.5,1.590909091,5.982905983,0.755963303,0.143133613,0.215453162,7.433760684,101.8560606,2017,0
Dak Prescott,DAL,62.85714286,4.489795918,2.653061224,6.130268199,0.843226788,0.068578349,-0.059739391,5.735632184,86.64115646,2017,0
Jared Goff,LA,61.30268199,5.555555556,1.340996169,5.090909091,0.971080306,0.107482206,0.175860648,7.532727273,98.53128991,2017,0
Jacoby Brissett,IND,58.84861407,2.771855011,1.492537313,9.980806142,0.88186735,0.012434079,-0.093870353,5.255278311,81.66755508,2017,0
Deshaun Watson,HOU,61.76470588,9.31372549,3.921568627,8.520179372,0.757805531,0.160545935,0.125715108,7.188340807,102.9616013,2017,0
Mitchell Trubisky,CHI,59.39393939,2.121212121,2.121212121,8.587257618,0.852975496,-0.002351281,-0.132045748,5.047091413,77.5,2017,0
DeShone Kizer,CLE,53.57142857,2.31092437,4.621848739,7.392996109,0.677434457,-0.009624584,-0.237119438,3.692607004,60.50420168,2017,0
C.J. Beathard,SF,54.91071429,1.785714286,2.678571429,7.818930041,0.88,-0.013768382,-0.183526152,4.522633745,69.23363095,2017,0
Tom Brady,NE,66.8989547,6.097560976,0.871080139,4.013377926,1.011863676,0.181385414,0.302637364,8.423076923,108.5801394,2016,0
Drew Brees,NO,69.98514116,5.497771174,2.228826152,3.857142857,1.086131387,0.14582388,0.168337405,7.27,101.6870976,2016,0
Josh McCown,CLE,54.54545455,3.636363636,3.636363636,9.836065574,0.667070952,-0.00758645,-0.159821797,4.50273224,72.28535354,2016,0
Carson Palmer,ARI,60.97152429,4.355108878,2.345058626,6.279434851,0.75119787,0.078426532,0.058378207,6.031397174,87.18243998,2016,0
Eli Manning,NYG,62.30529595,4.205607477,2.647975078,3.458646617,0.837884951,0.03579028,-0.017962422,5.947368421,85.06619938,2016,0
Ben Roethlisberger,PIT,64.79338843,5.289256198,2.809917355,3.044871795,0.873752878,0.125947383,0.15229409,6.84775641,93.36432507,2016,0
Philip Rivers,LAC,60.38062284,5.709342561,3.633217993,5.863192182,0.903212521,0.099569475,0.089870897,6.372964169,87.91089965,2016,0
Alex Smith,KC,66.53919694,3.059273423,1.7208413,5.253623188,1.035804906,0.096061602,0.076040438,6.237318841,89.83030593,2016,0
Aaron Rodgers,GB,65.17615176,6.639566396,1.219512195,5.747126437,0.82079178,0.1646199,0.227645912,7.256704981,104.1158537,2016,0
Ryan Fitzpatrick,NYJ,56.57568238,2.977667494,4.218362283,4.502369668,0.745324532,0.038280874,-0.044977122,4.985781991,69.59780811,2016,0
Jay Cutler,CHI,59.12408759,2.919708029,3.649635036,11.03896104,0.839144216,0.010854003,-0.190129306,5.25974026,78.08698297,2016,0
Matt Moore,MIA,68.29268293,7.317073171,3.25203252,4.651162791,1.031664964,0.148741276,0.224430933,7.550387597,104.048103,2016,0
Matt Ryan,ATL,70.09493671,7.436708861,1.107594937,6.646971935,1.072161238,0.215084481,0.359816015,9.289512555,119.9498945,2016,1
Joe Flacco,BAL,64.88095238,2.976190476,2.232142857,4.680851064,0.8691363,0.040315739,-0.039249701,5.388652482,83.53794643,2016,0
Matthew Stafford,DET,64.85623003,3.833865815,1.597444089,6.006006006,0.968583031,0.102992345,0.106471712,6.490990991,92.41879659,2016,0
Brian Hoyer,CHI,67,3,0,1.960784314,0.922733078,0.11130485,0.174039645,7.583333333,98.02083333,2016,0
Sam Bradford,MIN,71.55797101,3.623188406,0.905797101,6.281833616,1.105188141,0.098930157,0.065736858,6.410865874,99.28291063,2016,0
Cam Newton,CAR,52.94117647,3.725490196,2.745098039,6.593406593,0.667999239,0.017872306,-0.04606043,5.461538462,75.8496732,2016,0
Blaine Gabbert,SF,56.875,3.125,3.75,6.432748538,0.684678016,-0.007276166,-0.207388693,4.134502924,68.359375,2016,0
Andy Dalton,CIN,64.65364121,3.197158082,1.420959147,6.78807947,0.952445652,0.109562687,0.11312311,6.526490066,91.82578449,2016,0
Colin Kaepernick,SF,59.21450151,4.833836858,1.208459215,9.809264305,0.841848234,0.029371416,-0.026692448,5.923705722,90.71626385,2016,0
Tyrod Taylor,BUF,61.69724771,3.899082569,1.376146789,8.786610879,0.738217338,0.089952112,0.06981154,6.069037657,89.65022936,2016,0
Case Keenum,LA,60.86956522,2.795031056,3.416149068,6.666666667,0.891815235,0.015017466,-0.11165229,5.060869565,76.37163561,2016,0
Russell Wilson,SEA,64.85148515,4.125412541,2.145214521,7.19754977,0.879261631,0.111223753,0.098473633,6.522205207,93.03492849,2016,0
Kirk Cousins,WAS,66.99669967,4.125412541,1.98019802,3.656597774,0.933371298,0.159472392,0.190004702,7.451510334,97.22222222,2016,0
Robert Griffin,CLE,59.18367347,1.360544218,2.040816327,13.01775148,0.694901961,0.017940873,-0.174748142,3.863905325,72.54818594,2016,0
Andrew Luck,IND,63.48623853,5.688073394,2.385321101,6.996587031,0.948333706,0.112188196,0.10976641,6.837883959,96.42584098,2016,0
Brock Osweiler,HOU,58.7826087,2.956521739,3.304347826,4.958677686,0.673970379,0.013271927,-0.113124284,4.27107438,71.22826087,2016,0
Ryan Tannehill,MIA,67.09511568,4.884318766,3.084832905,6.937799043,0.980039267,0.081887228,0.028193687,6.265550239,93.50364182,2016,0
Matt Barkley,CHI,59.72222222,3.703703704,6.481481481,2.702702703,0.708443272,0.062599736,-0.005531399,4.945945946,68.26774691,2016,0
Derek Carr,LV,63.75,5,1.071428571,2.777777778,0.906516233,0.098709091,0.134601153,7.201388889,96.70386905,2016,0
Blake Bortles,JAX,58.88,3.68,2.56,5.159332322,0.759727626,0.027332584,-0.079543557,5.232169954,78.78333333,2016,0
Jameis Winston,TB,60.84656085,4.938271605,3.174603175,5.813953488,0.708102493,0.097840426,0.091691944,5.981727575,86.07804233,2016,0
Bryce Petty,NYJ,56.39097744,2.255639098,5.263157895,8.904109589,0.692044482,-0.009980049,-0.268171051,3.253424658,60.0093985,2016,0
Trevor Siemian,DEN,59.46502058,3.703703704,2.057613169,5.996131528,0.832354381,0.065643767,0.032709046,6.042553191,84.56790123,2016,0
Marcus Mariota,TEN,61.19733925,5.764966741,1.99556541,4.852320675,0.788674033,0.115919427,0.135098843,7.141350211,95.63470067,2016,0
Carson Wentz,PHI,62.43822076,2.635914333,2.306425041,5.15625,0.83709606,0.051464981,0.015907276,5.0921875,79.25247117,2016,0
Dak Prescott,DAL,67.40442656,5.23138833,1.006036217,5.152671756,0.955234657,0.173772278,0.257972497,7.84351145,104.7744802,2016,0
Cody Kessler,CLE,65.64102564,3.076923077,1.025641026,9.722222222,0.963014655,0.110944962,0.108423887,5.87962963,92.2542735,2016,0
Jared Goff,LA,54.63414634,2.43902439,3.414634146,11.25541126,0.772888573,-0.03140075,-0.422973088,2.822510823,63.64837398,2016,0
Matt Hasselbeck,IND,60.9375,3.515625,1.953125,5.882352941,0.889473684,0.053286654,-4.42E-04,5.676470588,83.95182292,2015,0
Peyton Manning,DEN,58.86524823,2.600472813,4.255319149,5.580357143,0.701383648,0.008814421,-0.129755204,4.526785714,69.53802206,2015,0
Tom Brady,NE,63.29639889,5.40166205,1.246537396,5.497382199,0.952397806,0.111207455,0.174387519,7.217277487,98.70152355,2015,0
Drew Brees,NO,68.261563,5.103668262,1.754385965,4.711246201,0.992257539,0.126569687,0.168331107,7.26443769,101.0333599,2015,0
Josh McCown,CLE,63.69863014,4.109589041,1.369863014,7.301587302,0.930714916,0.089044208,0.053639599,6.450793651,93.25057078,2015,0
Carson Palmer,ARI,63.10679612,6.310679612,2.750809061,4.776579353,0.793686754,0.170420249,0.233468365,7.842835131,99.6763754,2015,0
Tony Romo,DAL,68.59504132,4.132231405,5.785123967,4.724409449,1.029103609,0.073257647,-0.083061455,4.992125984,79.35606061,2015,0
Eli Manning,NYG,62.62135922,5.663430421,2.265372168,4.186046512,0.949443016,0.085386807,0.092026801,6.736434109,93.5881877,2015,0
Ben Roethlisberger,PIT,67.22532588,4.096834264,2.979515829,4.618117229,0.862557427,0.157315007,0.183497443,7.158081705,94.30865922,2015,0
Philip Rivers,LAC,66.11195159,4.387291982,1.966717095,5.706134094,1.007993269,0.102525169,0.099731563,6.452211127,93.8130358,2015,0
Alex Smith,KC,65.12915129,4.05904059,1.47601476,8.291032149,1.047542735,0.089978375,0.063779239,6.340101523,93.88837638,2015,0
Aaron Rodgers,GB,60.12269939,5.36809816,1.380368098,6.857142857,0.775849602,0.076174767,0.003913991,6.082857143,91.75613497,2015,0
Matt Cassel,DAL,58.33333333,2.450980392,3.431372549,6.422018349,0.782822086,0.003237553,-0.184935209,4.472477064,70.62908497,2015,0
Ryan Fitzpatrick,NYJ,59.60854093,5.516014235,2.669039146,3.270223752,0.754881113,0.094048807,0.128603479,6.464716007,87.97449585,2015,0
Jay Cutler,CHI,64.38923395,4.347826087,2.277432712,5.6640625,0.90479723,0.106328637,0.057090154,6.70703125,92.30935128,2015,0
Matt Ryan,ATL,66.28664495,3.42019544,2.605863192,4.658385093,0.968361105,0.095774661,0.1297416,6.343167702,89.02008686,2015,0
Joe Flacco,BAL,64.40677966,3.389830508,2.905569007,3.72960373,0.918394209,0.054817201,0.014739371,5.610722611,83.10633575,2015,0
Matthew Stafford,DET,67.22972973,5.405405405,2.195945946,6.918238994,1.115706806,0.079816116,0.043187396,6.393081761,96.97353604,2015,0
Brian Hoyer,HOU,59.30521092,4.714640199,2.729528536,6.496519722,0.715926893,0.025366319,-0.028708091,5.610208817,84.19665012,2015,0
Jimmy Clausen,BAL,57.6,1.6,3.2,5.303030303,0.674885845,0.002714255,-0.285781979,4.25,66.71666667,2015,0
Sam Bradford,PHI,65.03759398,3.571428571,2.631578947,5,1.004855678,0.052009765,0.007724352,5.848214286,86.39567669,2015,0
Cam Newton,CAR,59.55631399,6.484641638,2.04778157,6.53907496,0.76,0.10757258,0.158890014,7.09569378,97.49004551,2015,1
Blaine Gabbert,SF,63.12056738,3.546099291,2.482269504,8.143322476,1.00197336,0.021899146,-0.109477328,5.706840391,86.17021277,2015,0
Andy Dalton,CIN,66.06217617,6.476683938,1.813471503,4.926108374,0.939306358,0.173294653,0.301049584,8.169950739,106.25,2015,0
Colin Kaepernick,SF,59.01639344,2.459016393,2.049180328,10.29411765,0.861333333,0.008274487,-0.1122143,4.941176471,78.50068306,2015,0
Ryan Mallett,BAL,55.73770492,2.049180328,2.459016393,2.4,0.645098986,7.78E-04,-0.071060351,4.536,67.93032787,2015,0
Tyrod Taylor,BUF,63.68421053,5.263157895,1.578947368,8.653846154,0.75931949,0.109210007,0.148934522,7.098557692,99.39692982,2015,0
Case Keenum,LA,60.8,3.2,0.8,3.100775194,0.82061447,0.05061517,0.083115399,6.472868217,87.68333333,2015,0
Kellen Moore,DAL,58.65384615,3.846153846,5.769230769,4.587155963,0.872340426,0.018942606,-0.004697905,5.19266055,70.95352564,2015,0
Russell Wilson,SEA,66.96588869,6.822262118,1.97486535,8.538587849,0.931551901,0.171007547,0.218527284,7.353037767,106.3023639,2015,0
Nick Foles,LA,56.37982196,2.077151335,2.96735905,3.988603989,0.758034725,-0.012721248,-0.264591957,4.683760684,68.99727992,2015,0
Kirk Cousins,WAS,69.26994907,5.093378608,1.867572156,5.152979066,0.949714769,0.13462842,0.145301577,7.012882448,100.8029145,2015,0
Andrew Luck,IND,55.29010239,5.119453925,4.09556314,4.87012987,0.666076487,0.025055623,-0.026776212,5.042207792,74.90756542,2015,0
Brandon Weeden,HOU,69.28571429,3.571428571,1.428571429,6.666666667,1.026574803,0.145532865,0.086879935,6.506666667,96.81547619,2015,0
Brock Osweiler,DEN,61.81818182,3.636363636,2.181818182,7.718120805,0.812138728,0.05492552,0.018574815,5.859060403,86.43181818,2015,0
Ryan Tannehill,MIA,61.94539249,4.09556314,2.04778157,7.131537242,0.817722503,0.058249108,-0.004925968,5.908082409,88.74431172,2015,0
Teddy Bridgewater,MIN,65.60509554,2.972399151,1.910828025,9.073359073,1.008661888,0.088545048,-0.005916195,5.644787645,88.57484076,2015,0
Zach Mettenberger,TEN,60.84337349,2.409638554,4.21686747,7.262569832,0.731611894,0.017098617,-0.375746846,3.363128492,66.71686747,2015,0
Derek Carr,LV,61.08202443,5.584642234,2.268760908,5.132450331,0.872428884,0.050505009,-0.006268908,6.311258278,91.13947062,2015,0
AJ McCarron,CIN,63.75,4.375,1.875,8.571428571,0.827639752,0.084843497,0.009406749,5.622857143,89.73958333,2015,0
Blake Bortles,JAX,58.58085809,5.775577558,2.97029703,7.762557078,0.796402878,0.05325879,0.006034238,6.085235921,88.22194719,2015,0
Johnny Manziel,CLE,57.84753363,3.139013453,2.242152466,7.851239669,0.820120284,0.028500354,-0.072918488,5.26446281,79.43759342,2015,0
Jameis Winston,TB,58.31775701,4.112149533,2.803738318,4.804270463,0.756928839,0.095221012,0.092031428,6.43594306,84.18613707,2015,0
Marcus Mariota,TEN,62.16216216,5.135135135,2.702702703,9.31372549,0.821334888,0.080571407,-0.008610342,6.102941176,91.47522523,2015,0
Peyton Manning,DEN,65.47433904,6.220839813,2.33281493,2.870090634,0.890371439,0.121740275,0.161411562,7.453172205,99.65979782,2014,0
Tom Brady,NE,64.9930265,5.9972106,1.813110181,3.369272237,0.88884962,0.136851654,0.211688187,6.936657682,97.91085542,2014,0
Mike Vick,NYJ,52.89256198,2.479338843,1.652892562,13.57142857,0.572511848,0.003349051,-0.400159561,3.492857143,68.33677686,2014,0
Drew Brees,NO,69.19575114,5.007587253,2.579666161,4.215116279,0.976340694,0.1390821,0.156342622,6.774709302,96.99987355,2014,0
Shaun Hill,LA,63.31877729,3.493449782,3.056768559,7.287449393,0.916989485,0.015704586,-0.104361632,5.611336032,83.90647744,2014,0
Josh McCown,TB,56.26911315,3.363914373,4.281345566,9.917355372,0.6750306,0.021116724,-0.090048975,4.300275482,70.45744139,2014,0
Carson Palmer,ARI,62.94642857,4.910714286,1.339285714,3.862660944,0.793170732,0.113067899,0.146514925,7.090128755,95.57291667,2014,0
Tony Romo,DAL,69.69072165,7.835051546,1.855670103,7.442748092,0.974866186,0.202552908,0.323527242,8.124045802,114.5317869,2014,0
Eli Manning,NYG,63.06156406,4.991680532,2.329450915,4.451510334,0.890369473,0.098765927,0.110496969,6.666136725,92.14156961,2014,0
Ben Roethlisberger,PIT,67.22817764,5.053598775,1.684532925,5.499276411,0.939065553,0.157171898,0.230634135,7.586107091,101.6622001,2014,0
Philip Rivers,LAC,66.49122807,5.438596491,3.157894737,5.940594059,0.883165053,0.130013121,0.136571348,6.447194719,93.79385965,2014,0
Alex Smith,KC,65.30172414,3.879310345,1.293103448,8.84086444,1.208364175,0.090537698,0.136773849,6.141453831,93.36386494,2014,0
Aaron Rodgers,GB,65.19524618,7.130730051,1.188455008,5,1.013935108,0.180714147,0.294578507,8.387096774,109.7163271,2014,1
Kyle Orton,BUF,64.20581655,4.026845638,2.237136465,6.875,0.952050473,0.05293787,0.016378393,5.6875,87.82158837,2014,0
Ryan Fitzpatrick,HOU,63.14102564,5.448717949,2.564102564,6.306306306,0.938397581,0.100621867,0.153379721,7.147147147,95.3392094,2014,0
Jay Cutler,CHI,65.95365419,4.991087344,3.20855615,6.343906511,0.928397467,0.061756629,-0.051035413,5.574290484,88.62522282,2014,0
Charlie Whitehurst,TEN,56.75675676,3.783783784,1.081081081,8.866995074,0.766031196,0.024927919,-0.019962344,6.270935961,87.3536036,2014,0
Drew Stanton,ARI,55,2.916666667,2.083333333,4.38247012,0.644201807,0.051567908,0.018776922,6.215139442,78.66319444,2014,0
Matt Ryan,ATL,66.08280255,4.458598726,2.229299363,4.704097117,0.967236761,0.105897732,0.114406813,6.705614568,93.86942675,2014,0
Joe Flacco,BAL,62.10191083,5.25477707,2.229299363,3.086419753,0.84535122,0.120254947,0.156082019,6.770061728,92.16427813,2014,0
Matthew Stafford,DET,60.71428571,3.571428571,2.01863354,6.936416185,0.896457232,0.048961844,0.052249236,6.047687861,85.80486542,2014,0
Brian Hoyer,CLE,55.25114155,2.739726027,2.96803653,5.194805195,0.733406836,0.012823829,-0.004240061,6.106060606,76.53158295,2014,0
Mark Sanchez,PHI,64.0776699,4.530744337,3.55987055,6.927710843,0.936483346,0.091686459,0.125566487,6.180722892,88.35625674,2014,0
Colt McCoy,WAS,71.09375,3.125,2.34375,11.72413793,1.153930131,0.080586672,-0.002334162,6.103448276,96.38671875,2014,0
Cam Newton,CAR,58.72093023,4.263565891,2.906976744,7.360861759,0.714342869,0.050891667,-0.049022552,5.421903052,81.95251938,2014,0
Jake Locker,TEN,58.90410959,3.424657534,4.794520548,8.75,0.707769066,0.025453619,-0.222279726,4.33125,70.94748858,2014,0
Andy Dalton,CIN,63.37209302,3.682170543,3.294573643,4.444444444,0.87555446,0.060480267,-0.020388396,5.616666667,82.13016796,2014,0
Colin Kaepernick,SF,60.46025105,3.974895397,2.092050209,9.811320755,0.729062973,0.05238053,0.006835682,5.575471698,86.36680614,2014,0
Austin Davis,LA,63.38028169,4.225352113,3.169014085,9.265175719,0.827885809,0.032487893,-0.11696079,5.293929712,85.1379108,2014,0
Russell Wilson,SEA,62.21374046,4.961832061,2.290076336,9.027777778,0.898181818,0.129566694,0.097216141,6.734375,94.31456743,2014,0
Ryan Lindley,ARI,50.41322314,2.479338843,4.958677686,7.633587786,0.456737589,-0.031350316,-0.274664905,2.72519084,53.87396694,2014,0
Nick Foles,PHI,59.80707395,4.180064309,3.215434084,2.8125,0.721240413,0.061801334,0.033757739,5.934375,81.43756699,2014,0
Kirk Cousins,WAS,61.76470588,4.901960784,4.411764706,3.773584906,0.960134756,0.070682244,0.068045397,6.768867925,86.4379085,2014,0
Robert Griffin,WAS,68.69158879,1.869158879,2.803738318,13.36032389,1.149253731,0.045641145,-0.144800099,5.170040486,86.85747664,2014,0
Andrew Luck,IND,61.14130435,5.842391304,2.717391304,3.664921466,0.836688361,0.104134452,0.129298251,6.962041885,92.48188406,2014,0
Ryan Tannehill,MIA,66.44067797,4.576271186,2.033898305,7.232704403,0.899288573,0.093916453,0.048171261,5.830188679,92.79661017,2014,0
Mike Glennon,TB,57.63546798,4.926108374,2.955665025,7.305936073,0.642339075,0.042741106,-0.002647171,5.735159817,83.30254516,2014,0
EJ Manuel,BUF,58.01526718,3.816793893,2.290076336,4.379562044,0.861253854,0.004975517,-0.115818095,5.540145985,80.26399491,2014,0
Geno Smith,NYJ,59.67302452,3.542234332,3.542234332,7.088607595,0.839428191,0.03782678,-0.031235455,5.126582278,77.52611262,2014,0
Teddy Bridgewater,MIN,64.4278607,3.731343284,2.985074627,8.843537415,0.929913985,0.058037392,-0.004972866,5.510204082,86.02819237,2014,0
Zach Mettenberger,TEN,59.77653631,4.469273743,3.910614525,9.137055838,0.918672739,0.011923073,-0.163010303,5.680203046,83.36824953,2014,0
Derek Carr,LV,58.09682805,3.505843072,2.003338898,3.852327448,0.701114923,-0.005848287,-0.102686662,4.817014446,76.58249861,2014,0
Blake Bortles,JAX,58.94736842,2.315789474,3.578947368,10.37735849,0.874323512,-0.011451431,-0.238332902,3.80754717,69.52192982,2014,0
Peyton Manning,DEN,68.74205845,7.623888183,1.65184244,2.357320099,1.046705998,0.203825647,0.359477779,8.537220844,111.7137865,2013,1
Tom Brady,NE,60.34732272,3.762662808,1.591895803,5.986394558,0.815228426,0.093908857,0.120331243,6.194557823,87.33417752,2013,0
Mike Vick,PHI,54.60992908,3.546099291,2.127659574,9.615384615,0.793598955,0.079791394,0.013037101,6.929487179,86.45094563,2013,0
Drew Brees,NO,67.77316736,5.670816044,1.93637621,5.242463958,0.980967078,0.146482337,0.210438039,7.415465269,102.3657215,2013,0
Josh McCown,CHI,66.51785714,5.803571429,0.446428571,4.680851064,1.033917467,0.210376869,0.366133557,8.540425532,109.0215774,2013,0
Carson Palmer,ARI,63.28671329,4.195804196,3.846153846,6.688417618,0.811621724,0.093208329,0.023241367,5.668841762,83.91608392,2013,0
Tony Romo,DAL,63.92523364,5.794392523,1.869158879,6.140350877,0.901129944,0.093479401,0.114473786,6.536842105,96.69392523,2013,0
Matt Schaub,HOU,61.17318436,2.793296089,3.910614525,5.540897098,0.826180258,0.023315628,-0.090304179,4.53298153,72.9632216,2013,0
Eli Manning,NYG,57.53176044,3.266787659,4.900181488,6.610169492,0.72848693,0.022122781,-0.083988698,4.545762712,69.37008469,2013,0
Ben Roethlisberger,PIT,64.21232877,4.794520548,2.397260274,6.709265176,0.864650974,0.104162139,0.10389032,6.244408946,91.98772831,2013,0
Philip Rivers,LAC,69.50596252,5.962521295,1.873935264,5.627009646,1.057675439,0.198843742,0.318307727,7.795819936,106.3067859,2013,0
Alex Smith,KC,61.01083032,4.873646209,1.263537906,6.890756303,1.014010989,0.07285426,0.064109512,6.203361345,91.66666667,2013,0
Aaron Rodgers,GB,66.4556962,5.696202532,1.898734177,7.331378299,1.032343988,0.189680724,0.312886102,7.818181818,104.3117089,2013,0
Jason Campbell,CLE,56.78233438,3.470031546,2.523659306,4.804804805,0.844155844,0.020020286,-0.076809676,5.339339339,76.93874869,2013,0
Matt Cassel,MIN,60.23622047,4.330708661,3.543307087,5.925925926,0.842424242,0.042848506,-0.046758195,5.692592593,81.59448819,2013,0
Ryan Fitzpatrick,TEN,62,4,3.428571429,5.660377358,0.815011624,0.105089171,0.076856139,5.619946092,82.01190476,2013,0
Jay Cutler,CHI,63.09859155,5.352112676,3.38028169,5.080213904,0.803741184,0.115902557,0.03315877,6.227272727,89.1842723,2013,0
Kellen Clemens,LA,58.67768595,3.305785124,2.892561983,7.984790875,0.788035798,0.013687621,-0.069954736,5.247148289,78.75344353,2013,0
Matt Ryan,ATL,67.43471582,3.993855607,2.611367127,6.330935252,1.017120973,0.102028757,0.055133369,5.715107914,89.60893497,2013,0
Joe Flacco,BAL,58.95765472,3.094462541,3.583061889,7.250755287,0.67987487,0.045715967,-0.060703226,4.498489426,73.14739414,2013,0
Chad Henne,JAX,60.6361829,2.584493042,2.783300199,7.024029575,0.992345377,0.019383576,-0.069491352,4.85767098,76.47862823,2013,0
Matt Flynn,GB,62,4,2.5,10.71428571,0.97752809,0.032528981,-0.128274833,5.321428571,85.66666667,2013,0
Matthew Stafford,DET,58.51735016,4.574132492,2.996845426,3.500761035,0.88723526,0.070211477,0.089310842,6.403348554,84.16798107,2013,0
Josh Freeman,MIN,42.85714286,1.360544218,2.721088435,5.161290323,0.481950602,-0.051455723,-0.253094532,3.612903226,52.56519274,2013,0
Thad Lewis,BUF,59.23566879,2.547770701,1.910828025,10.28571429,0.781675018,0.028634155,0.00244018,5.354285714,80.95806794,2013,0
Sam Bradford,LA,60.6870229,5.34351145,1.526717557,5.415162455,0.924890351,0.053676676,-0.00781904,6.101083032,90.9351145,2013,0
Cam Newton,CAR,61.84738956,5.020080321,3.012048193,8.791208791,0.814384633,0.101132068,0.066159724,5.677655678,88.31157965,2013,0
Jake Locker,TEN,60.6557377,4.371584699,2.18579235,8.040201005,0.70246085,0.086342329,0.040339177,5.683417085,86.6917122,2013,0
Christian Ponder,MIN,63.59832636,2.928870293,3.765690377,10.15037594,0.80744733,0.061923476,-0.096391095,4.751879699,77.88528591,2013,0
Andy Dalton,CIN,61.53846154,5.337519623,3.453689168,4.783258595,0.847591134,0.100654522,0.091491016,6.168908819,87.03231293,2013,0
Colin Kaepernick,SF,57.8313253,4.819277108,2.208835341,8.287292818,0.778901734,0.10028025,0.131898731,6.447513812,88.70481928,2013,0
Case Keenum,HOU,54.15019763,3.557312253,2.371541502,6.985294118,0.783266578,-0.004275383,-0.125368179,5.400735294,78.17028986,2013,0
Russell Wilson,SEA,63.15789474,6.105263158,1.894736842,9.69581749,0.880045351,0.138718537,0.177225793,7.152091255,101.2149123,2013,0
Nick Foles,PHI,64.57142857,8.285714286,0.571428571,7.894736842,0.963471745,0.184348897,0.302905086,8.905263158,117.8690476,2013,0
Kirk Cousins,WAS,52.25806452,2.580645161,4.516129032,3.125,0.687047466,-0.038147637,-0.204169642,3.66875,58.37365591,2013,0
Robert Griffin,WAS,60.0877193,3.50877193,2.631578947,7.692307692,0.811091416,0.047532217,0.016645544,5.483805668,82.15460526,2013,0
Andrew Luck,IND,59.75609756,4.420731707,2.43902439,5.202312139,0.82012848,0.085725957,0.043661114,6.080924855,85.6453252,2013,0
Brandon Weeden,CLE,52.80898876,3.370786517,3.370786517,9.183673469,0.697983871,0.002235253,-0.158889484,4.510204082,70.29494382,2013,0
Ryan Tannehill,MIA,60.37414966,4.081632653,2.891156463,8.978328173,0.702135295,0.054099325,2.16E-04,4.998452012,81.68225624,2013,0
Matt McGloin,LV,55.92417062,3.791469194,3.791469194,2.764976959,0.846280088,0.043854951,0.020144777,5.963133641,76.07622433,2013,0
Mike Glennon,TB,59.375,4.567307692,2.163461538,8.771929825,0.719646799,0.034496676,-0.081577421,4.975877193,83.89423077,2013,0
EJ Manuel,BUF,58.82352941,3.594771242,2.941176471,8.383233533,0.786911413,0.0188195,-0.138647677,4.874251497,77.68246187,2013,0
Geno Smith,NYJ,55.75620767,2.708803612,4.740406321,8.847736626,0.768609639,0.019529137,-0.134934107,4.16872428,66.47385252,2013,0
Matt Hasselbeck,TEN,62.44343891,3.167420814,2.262443439,5.957446809,0.800820152,0.038569994,-0.067223122,5.017021277,81.02375566,2012,0
Peyton Manning,DEN,68.37060703,6.389776358,2.076677316,3.692307692,0.962465967,0.195851473,0.264026322,7.707692308,104.6458999,2012,0
Tom Brady,NE,62.24350205,5.335157319,1.367989056,3.689064559,0.877998081,0.158285944,0.283197444,7.417654809,97.33527132,2012,0
